track_id,dsp_id,week_id,streams,revenue
1,3,68,2005,4.2105
1,3,69,1715,3.6015
1,3,70,1603,3.3663
1,3,71,1148,2.4108
1,3,72,1368,2.8728
1,3,73,1739,3.6519
1,3,74,1314,2.7594
1,3,75,1323,2.7783
1,3,76,1841,3.8661
1,3,77,1675,3.5175
1,3,78,1102,2.3142
1,3,79,967,2.0307
1,3,80,1383,2.9043
1,3,81,1410,2.9610
1,3,82,1586,3.3306
1,3,83,1622,3.4062
1,3,84,1015,2.1315
1,3,85,1267,2.6607
1,3,86,908,1.9068
1,3,87,1342,2.8182
1,3,88,914,1.9194
1,3,89,1407,2.9547
1,3,90,1293,2.7153
1,3,91,830,1.7430
1,3,92,1178,2.4738
1,3,93,1232,2.5872
1,3,94,1365,2.8665
1,3,95,1335,2.8035
1,3,96,890,1.8690
1,3,97,756,1.5876
1,3,98,1122,2.3562
1,3,99,968,2.0328
1,3,100,1194,2.5074
1,3,101,1035,2.1735
1,3,102,936,1.9656
1,3,103,823,1.7283
1,3,104,744,1.5624
1,4,1,3592,15.0864
1,4,2,2609,10.9578
1,4,3,3015,12.6630
1,4,4,2210,9.2820
1,4,5,2602,10.9284
1,4,6,2622,11.0124
1,4,7,3147,13.2174
1,4,8,2233,9.3786
1,4,9,3047,12.7974
1,4,10,1748,7.3416
1,4,11,2590,10.8780
1,4,12,1994,8.3748
1,4,13,1778,7.4676
1,4,14,2558,10.7436
1,4,15,2615,10.9830
1,4,16,2497,10.4874
1,4,17,2174,9.1308
1,4,18,2328,9.7776
1,4,19,2583,10.8486
1,4,20,1724,7.2408
1,4,21,2451,10.2942
1,4,22,1885,7.9170
1,4,23,1784,7.4928
1,4,24,2539,10.6638
1,4,25,2371,9.9582
1,4,26,1649,6.9258
1,4,27,2456,10.3152
1,4,28,1414,5.9388
1,4,29,2021,8.4882
1,4,30,1664,6.9888
1,4,31,2212,9.2904
1,4,32,1409,5.9178
1,4,33,1895,7.9590
1,4,34,1345,5.6490
1,4,35,1870,7.8540
1,4,36,1171,4.9182
1,4,37,2008,8.4336
1,4,38,1895,7.9590
1,4,39,1592,6.6864
1,4,40,1985,8.3370
1,4,41,1732,7.2744
1,4,42,1362,5.7204
1,4,43,1869,7.8498
1,4,44,1171,4.9182
1,4,45,1207,5.0694
1,4,46,1087,4.5654
1,4,47,1280,5.3760
1,4,48,1007,4.2294
1,4,49,1132,4.7544
1,4,50,954,4.0068
1,4,51,1001,4.2042
1,4,52,1327,5.5734
1,4,53,1644,6.9048
1,4,54,1254,5.2668
1,4,55,1222,5.1324
1,4,56,1359,5.7078
1,4,57,1273,5.3466
1,4,58,1024,4.3008
1,4,59,1225,5.1450
1,4,60,852,3.5784
1,4,61,1028,4.3176
1,4,62,815,3.4230
1,4,63,1211,5.0862
1,4,64,1113,4.6746
1,4,65,1255,5.2710
1,4,66,1334,5.6028
1,4,67,936,3.9312
1,4,68,990,4.1580
1,4,69,838,3.5196
1,4,70,956,4.0152
1,4,71,848,3.5616
1,4,72,878,3.6876
1,4,73,1229,5.1618
1,4,74,880,3.6960
1,4,75,707,2.9694
1,4,76,827,3.4734
1,4,77,630,2.6460
1,4,78,831,3.4902
1,4,79,641,2.6922
1,4,80,839,3.5238
1,4,81,764,3.2088
1,4,82,656,2.7552
1,4,83,897,3.7674
1,4,84,1020,4.2840
1,4,85,949,3.9858
1,4,86,980,4.1160
1,4,87,974,4.0908
1,4,88,549,2.3058
1,4,89,906,3.8052
1,4,90,955,4.0110
1,4,91,582,2.4444
1,4,92,819,3.4398
1,4,93,819,3.4398
1,4,94,800,3.3600
1,4,95,575,2.4150
1,4,96,480,2.0160
1,4,97,672,2.8224
1,4,98,771,3.2382
1,4,99,503,2.1126
1,4,100,726,3.0492
1,4,101,521,2.1882
1,4,102,508,2.1336
1,4,103,494,2.0748
1,4,104,640,2.6880
1,5,1,1876,8.4420
1,5,2,1278,5.7510
1,5,3,1902,8.5590
1,5,4,1493,6.7185
1,5,5,1268,5.7060
1,5,6,1669,7.5105
1,5,7,1108,4.9860
1,5,8,1087,4.8915
1,5,9,1747,7.8615
1,5,10,1510,6.7950
1,5,11,1167,5.2515
1,5,12,1677,7.5465
1,5,13,1029,4.6305
1,5,14,1462,6.5790
1,5,15,1488,6.6960
1,5,16,1333,5.9985
1,5,17,1206,5.4270
1,5,18,1079,4.8555
1,5,19,1178,5.3010
1,5,20,881,3.9645
1,5,21,923,4.1535
1,5,22,1110,4.9950
1,5,23,944,4.2480
1,5,24,857,3.8565
1,5,25,930,4.1850
1,5,26,1323,5.9535
1,5,27,1088,4.8960
1,5,28,1375,6.1875
1,5,29,1080,4.8600
1,5,30,1335,6.0075
1,5,31,923,4.1535
1,5,32,882,3.9690
1,5,33,1068,4.8060
1,5,34,786,3.5370
1,5,35,848,3.8160
1,5,36,720,3.2400
1,5,37,698,3.1410
1,5,38,988,4.4460
1,5,39,1164,5.2380
1,5,40,1147,5.1615
1,5,41,1051,4.7295
1,5,42,790,3.5550
1,5,43,1008,4.5360
1,5,44,750,3.3750
1,5,45,874,3.9330
1,5,46,888,3.9960
1,5,47,872,3.9240
1,5,48,624,2.8080
1,5,49,872,3.9240
1,5,50,583,2.6235
1,5,51,776,3.4920
1,5,52,964,4.3380
1,5,53,854,3.8430
1,5,54,764,3.4380
1,5,55,849,3.8205
1,5,56,559,2.5155
1,5,57,724,3.2580
1,5,58,835,3.7575
1,5,59,760,3.4200
1,5,60,831,3.7395
1,5,61,583,2.6235
1,5,62,665,2.9925
1,5,63,508,2.2860
1,5,64,477,2.1465
1,5,65,792,3.5640
1,5,66,448,2.0160
1,5,67,558,2.5110
1,5,68,563,2.5335
1,5,69,571,2.5695
1,5,70,470,2.1150
1,5,71,426,1.9170
1,5,72,652,2.9340
1,5,73,616,2.7720
1,5,74,447,2.0115
1,5,75,390,1.7550
1,5,76,548,2.4660
1,5,77,482,2.1690
1,5,78,439,1.9755
1,5,79,378,1.7010
1,5,80,517,2.3265
1,5,81,445,2.0025
1,5,82,417,1.8765
1,5,83,362,1.6290
1,5,84,465,2.0925
1,5,85,554,2.4930
1,5,86,362,1.6290
1,5,87,311,1.3995
1,5,88,484,2.1780
1,5,89,337,1.5165
1,5,90,319,1.4355
1,5,91,357,1.6065
1,5,92,461,2.0745
1,5,93,457,2.0565
1,5,94,505,2.2725
1,5,95,295,1.3275
1,5,96,413,1.8585
1,5,97,385,1.7325
1,5,98,289,1.3005
1,5,99,423,1.9035
1,5,100,318,1.4310
1,5,101,359,1.6155
1,5,102,429,1.9305
1,5,103,428,1.9260
1,5,104,372,1.6740
1,6,1,1033,12.9125
1,6,2,790,9.8750
1,6,3,959,11.9875
1,6,4,546,6.8250
1,6,5,936,11.7000
1,6,6,667,8.3375
1,6,7,746,9.3250
1,6,8,669,8.3625
1,6,9,856,10.7000
1,6,10,787,9.8375
1,6,11,702,8.7750
1,6,12,502,6.2750
1,6,13,531,6.6375
1,6,14,555,6.9375
1,6,15,708,8.8500
1,6,16,466,5.8250
1,6,17,651,8.1375
1,6,18,657,8.2125
1,6,19,470,5.8750
1,6,20,549,6.8625
1,6,21,635,7.9375
1,6,22,492,6.1500
1,6,23,482,6.0250
1,6,24,567,7.0875
1,6,25,419,5.2375
1,6,26,706,8.8250
1,6,27,655,8.1875
1,6,28,672,8.4000
1,6,29,479,5.9875
1,6,30,416,5.2000
1,6,31,439,5.4875
1,6,32,584,7.3000
1,6,33,494,6.1750
1,6,34,511,6.3875
1,6,35,513,6.4125
1,6,36,473,5.9125
1,6,37,375,4.6875
1,6,38,443,5.5375
1,6,39,440,5.5000
1,6,40,394,4.9250
1,6,41,432,5.4000
1,6,42,427,5.3375
1,6,43,306,3.8250
1,6,44,500,6.2500
1,6,45,351,4.3875
1,6,46,460,5.7500
1,6,47,511,6.3875
1,6,48,411,5.1375
1,6,49,294,3.6750
1,6,50,459,5.7375
1,6,51,388,4.8500
1,6,52,292,3.6500
1,6,53,322,4.0250
1,6,54,360,4.5000
1,6,55,366,4.5750
1,6,56,395,4.9375
1,6,57,263,3.2875
1,6,58,314,3.9250
1,6,59,237,2.9625
1,6,60,336,4.2000
1,6,61,312,3.9000
1,6,62,338,4.2250
1,6,63,361,4.5125
1,6,64,281,3.5125
1,6,65,347,4.3375
1,6,66,236,2.9500
1,6,67,247,3.0875
1,6,68,365,4.5625
1,6,69,271,3.3875
1,6,70,348,4.3500
1,6,71,321,4.0125
1,6,72,340,4.2500
1,6,73,278,3.4750
1,6,74,333,4.1625
1,6,75,196,2.4500
1,6,76,265,3.3125
1,6,77,180,2.2500
1,6,78,178,2.2250
1,6,79,246,3.0750
1,6,80,245,3.0625
1,6,81,290,3.6250
1,6,82,182,2.2750
1,6,83,209,2.6125
1,6,84,237,2.9625
1,6,85,273,3.4125
1,6,86,201,2.5125
1,6,87,203,2.5375
1,6,88,257,3.2125
1,6,89,230,2.8750
1,6,90,210,2.6250
1,6,91,235,2.9375
1,6,92,218,2.7250
1,6,93,216,2.7000
1,6,94,180,2.2500
1,6,95,184,2.3000
1,6,96,215,2.6875
1,6,97,137,1.7125
1,6,98,161,2.0125
1,6,99,225,2.8125
1,6,100,190,2.3750
1,6,101,137,1.7125
1,6,102,128,1.6000
1,6,103,166,2.0750
1,6,104,142,1.7750
1,7,1,1107,2.7675
1,7,2,1378,3.4450
1,7,3,1179,2.9475
1,7,4,953,2.3825
1,7,5,1073,2.6825
1,7,6,1438,3.5950
1,7,7,1110,2.7750
1,7,8,1146,2.8650
1,7,9,1026,2.5650
1,7,10,1343,3.3575
1,7,11,806,2.0150
1,7,12,1007,2.5175
1,7,13,1037,2.5925
1,7,14,791,1.9775
1,7,15,1170,2.9250
1,7,16,800,2.0000
1,7,17,724,1.8100
1,7,18,967,2.4175
1,7,19,665,1.6625
1,7,20,942,2.3550
1,7,21,791,1.9775
1,7,22,922,2.3050
1,7,23,1112,2.7800
1,7,24,834,2.0850
1,7,25,618,1.5450
1,7,26,1075,2.6875
1,7,27,1012,2.5300
1,7,28,987,2.4675
1,7,29,584,1.4600
1,7,30,681,1.7025
1,7,31,688,1.7200
1,7,32,609,1.5225
1,7,33,645,1.6125
1,7,34,615,1.5375
1,7,35,901,2.2525
1,7,36,693,1.7325
1,7,37,739,1.8475
1,7,38,699,1.7475
1,7,39,514,1.2850
1,7,40,541,1.3525
1,7,41,795,1.9875
1,7,42,589,1.4725
1,7,43,491,1.2275
1,7,44,788,1.9700
1,7,45,513,1.2825
1,7,46,784,1.9600
1,7,47,436,1.0900
1,7,48,495,1.2375
1,7,49,497,1.2425
1,7,50,637,1.5925
1,7,51,642,1.6050
1,7,52,694,1.7350
1,7,53,574,1.4350
1,7,54,474,1.1850
1,7,55,577,1.4425
1,7,56,514,1.2850
1,7,57,666,1.6650
1,7,58,662,1.6550
1,7,59,586,1.4650
1,7,60,616,1.5400
1,7,61,520,1.3000
1,7,62,470,1.1750
1,7,63,381,0.9525
1,7,64,382,0.9550
1,7,65,469,1.1725
1,7,66,373,0.9325
1,7,67,374,0.9350
1,7,68,406,1.0150
1,7,69,348,0.8700
1,7,70,397,0.9925
1,7,71,346,0.8650
1,7,72,509,1.2725
1,7,73,447,1.1175
1,7,74,387,0.9675
1,7,75,380,0.9500
1,7,76,435,1.0875
1,7,77,393,0.9825
1,7,78,322,0.8050
1,7,79,284,0.7100
1,7,80,399,0.9975
1,7,81,457,1.1425
1,7,82,410,1.0250
1,7,83,349,0.8725
1,7,84,258,0.6450
1,7,85,261,0.6525
1,7,86,267,0.6675
1,7,87,418,1.0450
1,7,88,252,0.6300
1,7,89,225,0.5625
1,7,90,308,0.7700
1,7,91,365,0.9125
1,7,92,236,0.5900
1,7,93,355,0.8875
1,7,94,253,0.6325
1,7,95,261,0.6525
1,7,96,253,0.6325
1,7,97,237,0.5925
1,7,98,209,0.5225
1,7,99,228,0.5700
1,7,100,224,0.5600
1,7,101,243,0.6075
1,7,102,257,0.6425
1,7,103,299,0.7475
1,7,104,304,0.7600
2,1,21,19637,78.5480
2,1,22,26918,107.6720
2,1,23,22094,88.3760
2,1,24,18270,73.0800
2,1,25,19650,78.6000
2,1,26,18540,74.1600
2,1,27,24926,99.7040
2,1,28,23825,95.3000
2,1,29,25403,101.6120
2,1,30,22351,89.4040
2,1,31,22351,89.4040
2,1,32,17321,69.2840
2,1,33,23606,94.4240
2,1,34,22132,88.5280
2,1,35,23118,92.4720
2,1,36,22214,88.8560
2,1,37,14864,59.4560
2,1,38,15992,63.9680
2,1,39,15215,60.8600
2,1,40,20269,81.0760
2,1,41,20419,81.6760
2,1,42,12056,48.2240
2,1,43,15973,63.8920
2,1,44,19606,78.4240
2,1,45,19433,77.7320
2,1,46,17089,68.3560
2,1,47,11192,44.7680
2,1,48,17824,71.2960
2,1,49,13517,54.0680
2,1,50,11574,46.2960
2,1,51,12821,51.2840
2,1,52,10718,42.8720
2,1,53,13797,55.1880
2,1,54,17389,69.5560
2,1,55,13575,54.3000
2,1,56,10685,42.7400
2,1,57,10983,43.9320
2,1,58,15449,61.7960
2,1,59,15893,63.5720
2,1,60,15963,63.8520
2,1,61,14811,59.2440
2,1,62,12448,49.7920
2,1,63,13218,52.8720
2,1,64,9596,38.3840
2,1,65,14721,58.8840
2,1,66,12112,48.4480
2,1,67,9810,39.2400
2,1,68,11895,47.5800
2,1,69,8516,34.0640
2,1,70,7501,30.0040
2,1,71,12062,48.2480
2,1,72,12363,49.4520
2,1,73,10645,42.5800
2,1,74,7566,30.2640
2,1,75,7060,28.2400
2,1,76,8578,34.3120
2,1,77,7999,31.9960
2,1,78,8927,35.7080
2,1,79,10226,40.9040
2,1,80,11324,45.2960
2,1,81,7842,31.3680
2,1,82,10878,43.5120
2,1,83,8092,32.3680
2,1,84,10856,43.4240
2,1,85,10498,41.9920
2,1,86,8268,33.0720
2,1,87,6325,25.3000
2,1,88,6955,27.8200
2,1,89,9342,37.3680
2,1,90,6759,27.0360
2,1,91,7287,29.1480
2,1,92,6786,27.1440
2,1,93,8751,35.0040
2,1,94,6537,26.1480
2,1,95,8251,33.0040
2,1,96,7550,30.2000
2,1,97,6455,25.8200
2,1,98,5024,20.0960
2,1,99,7773,31.0920
2,1,100,5331,21.3240
2,1,101,6803,27.2120
2,1,102,6213,24.8520
2,1,103,7528,30.1120
2,1,104,6788,27.1520
2,2,21,6879,55.0320
2,2,22,7663,61.3040
2,2,23,5991,47.9280
2,2,24,7477,59.8160
2,2,25,6087,48.6960
2,2,26,8326,66.6080
2,2,27,6662,53.2960
2,2,28,6192,49.5360
2,2,29,6919,55.3520
2,2,30,5072,40.5760
2,2,31,7627,61.0160
2,2,32,6365,50.9200
2,2,33,4879,39.0320
2,2,34,6633,53.0640
2,2,35,7627,61.0160
2,2,36,6578,52.6240
2,2,37,5919,47.3520
2,2,38,6643,53.1440
2,2,39,5620,44.9600
2,2,40,5055,40.4400
2,2,41,6662,53.2960
2,2,42,3750,30.0000
2,2,43,4089,32.7120
2,2,44,6341,50.7280
2,2,45,3996,31.9680
2,2,46,4051,32.4080
2,2,47,4761,38.0880
2,2,48,4363,34.9040
2,2,49,5869,46.9520
2,2,50,5370,42.9600
2,2,51,4180,33.4400
2,2,52,3818,30.5440
2,2,53,4035,32.2800
2,2,54,4530,36.2400
2,2,55,3094,24.7520
2,2,56,3441,27.5280
2,2,57,3206,25.6480
2,2,58,4008,32.0640
2,2,59,4495,35.9600
2,2,60,2883,23.0640
2,2,61,3368,26.9440
2,2,62,4608,36.8640
2,2,63,2975,23.8000
2,2,64,4832,38.6560
2,2,65,4397,35.1760
2,2,66,3270,26.1600
2,2,67,4219,33.7520
2,2,68,4557,36.4560
2,2,69,2884,23.0720
2,2,70,3595,28.7600
2,2,71,3485,27.8800
2,2,72,2570,20.5600
2,2,73,2503,20.0240
2,2,74,3621,28.9680
2,2,75,2716,21.7280
2,2,76,4029,32.2320
2,2,77,2573,20.5840
2,2,78,2669,21.3520
2,2,79,2293,18.3440
2,2,80,2619,20.9520
2,2,81,3529,28.2320
2,2,82,2996,23.9680
2,2,83,2805,22.4400
2,2,84,2891,23.1280
2,2,85,2170,17.3600
2,2,86,2610,20.8800
2,2,87,2764,22.1120
2,2,88,3024,24.1920
2,2,89,2844,22.7520
2,2,90,2767,22.1360
2,2,91,2903,23.2240
2,2,92,1989,15.9120
2,2,93,2755,22.0400
2,2,94,1837,14.6960
2,2,95,2293,18.3440
2,2,96,1955,15.6400
2,2,97,2803,22.4240
2,2,98,2553,20.4240
2,2,99,2656,21.2480
2,2,100,1789,14.3120
2,2,101,2548,20.3840
2,2,102,2196,17.5680
2,2,103,2386,19.0880
2,2,104,1984,15.8720
2,4,21,2403,10.0926
2,4,22,2065,8.6730
2,4,23,2307,9.6894
2,4,24,3442,14.4564
2,4,25,3023,12.6966
2,4,26,2953,12.4026
2,4,27,2144,9.0048
2,4,28,1903,7.9926
2,4,29,1824,7.6608
2,4,30,1764,7.4088
2,4,31,2459,10.3278
2,4,32,2356,9.8952
2,4,33,2082,8.7444
2,4,34,2819,11.8398
2,4,35,1604,6.7368
2,4,36,2796,11.7432
2,4,37,2246,9.4332
2,4,38,2245,9.4290
2,4,39,1636,6.8712
2,4,40,1499,6.2958
2,4,41,2548,10.7016
2,4,42,1851,7.7742
2,4,43,2310,9.7020
2,4,44,2414,10.1388
2,4,45,1700,7.1400
2,4,46,2223,9.3366
2,4,47,2167,9.1014
2,4,48,2009,8.4378
2,4,49,2061,8.6562
2,4,50,1473,6.1866
2,4,51,1747,7.3374
2,4,52,1961,8.2362
2,4,53,1276,5.3592
2,4,54,2141,8.9922
2,4,55,1711,7.1862
2,4,56,1721,7.2282
2,4,57,1230,5.1660
2,4,58,1889,7.9338
2,4,59,1233,5.1786
2,4,60,1139,4.7838
2,4,61,1812,7.6104
2,4,62,1193,5.0106
2,4,63,1617,6.7914
2,4,64,1792,7.5264
2,4,65,1306,5.4852
2,4,66,1844,7.7448
2,4,67,1427,5.9934
2,4,68,1294,5.4348
2,4,69,1462,6.1404
2,4,70,1429,6.0018
2,4,71,1438,6.0396
2,4,72,1620,6.8040
2,4,73,1642,6.8964
2,4,74,971,4.0782
2,4,75,1170,4.9140
2,4,76,1469,6.1698
2,4,77,1288,5.4096
2,4,78,1073,4.5066
2,4,79,1483,6.2286
2,4,80,947,3.9774
2,4,81,1005,4.2210
2,4,82,994,4.1748
2,4,83,996,4.1832
2,4,84,1377,5.7834
2,4,85,1354,5.6868
2,4,86,1095,4.5990
2,4,87,864,3.6288
2,4,88,1221,5.1282
2,4,89,1009,4.2378
2,4,90,877,3.6834
2,4,91,757,3.1794
2,4,92,1162,4.8804
2,4,93,1003,4.2126
2,4,94,695,2.9190
2,4,95,737,3.0954
2,4,96,916,3.8472
2,4,97,798,3.3516
2,4,98,1060,4.4520
2,4,99,842,3.5364
2,4,100,905,3.8010
2,4,101,661,2.7762
2,4,102,800,3.3600
2,4,103,873,3.6666
2,4,104,810,3.4020
2,5,21,1403,6.3135
2,5,22,1981,8.9145
2,5,23,1389,6.2505
2,5,24,1132,5.0940
2,5,25,1164,5.2380
2,5,26,1548,6.9660
2,5,27,1205,5.4225
2,5,28,1595,7.1775
2,5,29,1177,5.2965
2,5,30,1821,8.1945
2,5,31,1177,5.2965
2,5,32,1453,6.5385
2,5,33,1039,4.6755
2,5,34,1355,6.0975
2,5,35,1441,6.4845
2,5,36,1619,7.2855
2,5,37,1405,6.3225
2,5,38,1605,7.2225
2,5,39,1346,6.0570
2,5,40,1013,4.5585
2,5,41,1179,5.3055
2,5,42,1446,6.5070
2,5,43,1165,5.2425
2,5,44,1108,4.9860
2,5,45,1061,4.7745
2,5,46,1338,6.0210
2,5,47,1022,4.5990
2,5,48,1126,5.0670
2,5,49,1281,5.7645
2,5,50,970,4.3650
2,5,51,1320,5.9400
2,5,52,946,4.2570
2,5,53,1281,5.7645
2,5,54,1084,4.8780
2,5,55,982,4.4190
2,5,56,1163,5.2335
2,5,57,903,4.0635
2,5,58,918,4.1310
2,5,59,993,4.4685
2,5,60,1020,4.5900
2,5,61,742,3.3390
