artist_id,platform_id,month_id,followers,avg_engagement_rate
5,4,17,41402,0.0739
5,4,18,41759,0.0407
5,4,19,42116,0.0331
5,4,20,42473,0.0167
5,4,21,42830,0.0224
5,4,22,43187,0.0643
5,4,23,43544,0.0651
5,4,24,43901,0.0197
6,1,1,146467,0.0531
6,1,2,147932,0.0173
6,1,3,149397,0.0799
6,1,4,150861,0.0555
6,1,5,152326,0.0124
6,1,6,153791,0.0541
6,1,7,155255,0.0621
6,1,8,156720,0.0415
6,1,9,158185,0.0271
6,1,10,159649,0.0699
6,1,11,161114,0.0110
6,1,12,162579,0.0611
6,1,13,164043,0.0216
6,1,14,165508,0.0783
6,1,15,166973,0.0587
6,1,16,168437,0.0641
6,1,17,169902,0.0534
6,1,18,171367,0.0628
6,1,19,172831,0.0610
6,1,20,174296,0.0673
6,1,21,175761,0.0335
6,1,22,177225,0.0603
6,1,23,178690,0.0499
6,1,24,180155,0.0532
6,2,1,97645,0.0404
6,2,2,98621,0.0538
6,2,3,99598,0.0491
6,2,4,100574,0.0298
6,2,5,101551,0.0424
6,2,6,102527,0.0621
6,2,7,103503,0.0555
6,2,8,104480,0.0369
6,2,9,105456,0.0576
6,2,10,106433,0.0599
6,2,11,107409,0.0452
6,2,12,108386,0.0264
6,2,13,109362,0.0650
6,2,14,110339,0.0163
6,2,15,111315,0.0143
6,2,16,112291,0.0378
6,2,17,113268,0.0687
6,2,18,114244,0.0346
6,2,19,115221,0.0357
6,2,20,116197,0.0260
6,2,21,117174,0.0534
6,2,22,118150,0.0157
6,2,23,119127,0.0346
6,2,24,120103,0.0293
6,3,1,65097,0.0328
6,3,2,65747,0.0673
6,3,3,66398,0.0656
6,3,4,67049,0.0426
6,3,5,67700,0.0246
6,3,6,68351,0.0679
6,3,7,69002,0.0112
6,3,8,69653,0.0498
6,3,9,70304,0.0566
6,3,10,70955,0.0798
6,3,11,71606,0.0431
6,3,12,72257,0.0785
6,3,13,72908,0.0403
6,3,14,73559,0.0466
6,3,15,74210,0.0256
6,3,16,74861,0.0566
6,3,17,75512,0.0334
6,3,18,76163,0.0447
6,3,19,76814,0.0554
6,3,20,77465,0.0583
6,3,21,78116,0.0168
6,3,22,78767,0.0277
6,3,23,79418,0.0131
6,3,24,80069,0.0473
6,4,1,40685,0.0326
6,4,2,41092,0.0250
6,4,3,41499,0.0308
6,4,4,41906,0.0435
6,4,5,42313,0.0558
6,4,6,42720,0.0732
6,4,7,43126,0.0195
6,4,8,43533,0.0583
6,4,9,43940,0.0303
6,4,10,44347,0.0693
6,4,11,44754,0.0698
6,4,12,45161,0.0233
6,4,13,45568,0.0664
6,4,14,45974,0.0343
6,4,15,46381,0.0750
6,4,16,46788,0.0197
6,4,17,47195,0.0209
6,4,18,47602,0.0395
6,4,19,48009,0.0198
6,4,20,48416,0.0632
6,4,21,48822,0.0535
6,4,22,49229,0.0113
6,4,23,49636,0.0219
6,4,24,50043,0.0684
7,1,1,345517,0.0371
7,1,2,348973,0.0288
7,1,3,352428,0.0252
7,1,4,355883,0.0517
7,1,5,359338,0.0724
7,1,6,362793,0.0414
7,1,7,366248,0.0454
7,1,8,369704,0.0419
7,1,9,373159,0.0564
7,1,10,376614,0.0117
7,1,11,380069,0.0443
7,1,12,383524,0.0732
7,1,13,386979,0.0559
7,1,14,390435,0.0281
7,1,15,393890,0.0170
7,1,16,397345,0.0116
7,1,17,400800,0.0601
7,1,18,404255,0.0467
7,1,19,407711,0.0273
7,1,20,411166,0.0333
7,1,21,414621,0.0499
7,1,22,418076,0.0394
7,1,23,421531,0.0137
7,1,24,424986,0.0549
7,2,1,230345,0.0356
7,2,2,232648,0.0690
7,2,3,234952,0.0591
7,2,4,237255,0.0495
7,2,5,239559,0.0339
7,2,6,241862,0.0443
7,2,7,244166,0.0614
7,2,8,246469,0.0252
7,2,9,248773,0.0735
7,2,10,251076,0.0360
7,2,11,253379,0.0596
7,2,12,255683,0.0358
7,2,13,257986,0.0764
7,2,14,260290,0.0577
7,2,15,262593,0.0504
7,2,16,264897,0.0768
7,2,17,267200,0.0677
7,2,18,269504,0.0485
7,2,19,271807,0.0791
7,2,20,274110,0.0559
7,2,21,276414,0.0107
7,2,22,278717,0.0330
7,2,23,281021,0.0505
7,2,24,283324,0.0265
7,3,1,153563,0.0566
7,3,2,155099,0.0387
7,3,3,156635,0.0698
7,3,4,158170,0.0121
7,3,5,159706,0.0123
7,3,6,161241,0.0171
7,3,7,162777,0.0210
7,3,8,164313,0.0601
7,3,9,165848,0.0484
7,3,10,167384,0.0648
7,3,11,168920,0.0153
7,3,12,170455,0.0196
7,3,13,171991,0.0645
7,3,14,173527,0.0541
7,3,15,175062,0.0511
7,3,16,176598,0.0590
7,3,17,178133,0.0780
7,3,18,179669,0.0226
7,3,19,181205,0.0238
7,3,20,182740,0.0293
7,3,21,184276,0.0338
7,3,22,185812,0.0371
7,3,23,187347,0.0612
7,3,24,188883,0.0278
7,4,1,95977,0.0263
7,4,2,96937,0.0467
7,4,3,97897,0.0216
7,4,4,98856,0.0423
7,4,5,99816,0.0197
7,4,6,100776,0.0127
7,4,7,101736,0.0509
7,4,8,102695,0.0751
7,4,9,103655,0.0114
7,4,10,104615,0.0662
7,4,11,105575,0.0275
7,4,12,106535,0.0506
7,4,13,107494,0.0134
7,4,14,108454,0.0177
7,4,15,109414,0.0243
7,4,16,110374,0.0548
7,4,17,111333,0.0371
7,4,18,112293,0.0276
7,4,19,113253,0.0116
7,4,20,114213,0.0390
7,4,21,115172,0.0569
7,4,22,116132,0.0762
7,4,23,117092,0.0746
7,4,24,118052,0.0494
8,1,1,206835,0.0127
8,1,2,208903,0.0626
8,1,3,210972,0.0115
8,1,4,213040,0.0695
8,1,5,215109,0.0743
8,1,6,217177,0.0602
8,1,7,219245,0.0773
8,1,8,221314,0.0689
8,1,9,223382,0.0580
8,1,10,225450,0.0787
8,1,11,227519,0.0767
8,1,12,229587,0.0478
8,1,13,231655,0.0709
8,1,14,233724,0.0625
8,1,15,235792,0.0258
8,1,16,237860,0.0531
8,1,17,239929,0.0651
8,1,18,241997,0.0457
8,1,19,244065,0.0120
8,1,20,246134,0.0717
8,1,21,248202,0.0674
8,1,22,250270,0.0552
8,1,23,252339,0.0253
8,1,24,254407,0.0216
8,2,1,137890,0.0755
8,2,2,139269,0.0621
8,2,3,140648,0.0153
8,2,4,142027,0.0241
8,2,5,143406,0.0730
8,2,6,144785,0.0396
8,2,7,146163,0.0794
8,2,8,147542,0.0192
8,2,9,148921,0.0153
8,2,10,150300,0.0244
8,2,11,151679,0.0276
8,2,12,153058,0.0385
8,2,13,154437,0.0136
8,2,14,155816,0.0397
8,2,15,157195,0.0201
8,2,16,158574,0.0393
8,2,17,159952,0.0546
8,2,18,161331,0.0612
8,2,19,162710,0.0759
8,2,20,164089,0.0205
8,2,21,165468,0.0579
8,2,22,166847,0.0148
8,2,23,168226,0.0174
8,2,24,169605,0.0189
8,3,1,91927,0.0494
8,3,2,92846,0.0424
8,3,3,93765,0.0319
8,3,4,94685,0.0419
8,3,5,95604,0.0620
8,3,6,96523,0.0777
8,3,7,97442,0.0151
8,3,8,98362,0.0193
8,3,9,99281,0.0322
8,3,10,100200,0.0156
8,3,11,101119,0.0378
8,3,12,102039,0.0388
8,3,13,102958,0.0556
8,3,14,103877,0.0712
8,3,15,104796,0.0129
8,3,16,105716,0.0275
8,3,17,106635,0.0678
8,3,18,107554,0.0188
8,3,19,108474,0.0534
8,3,20,109393,0.0172
8,3,21,110312,0.0773
8,3,22,111231,0.0381
8,3,23,112151,0.0712
8,3,24,113070,0.0200
8,4,1,57454,0.0106
8,4,2,58029,0.0160
8,4,3,58603,0.0337
8,4,4,59178,0.0575
8,4,5,59752,0.0111
8,4,6,60327,0.0495
8,4,7,60901,0.0371
8,4,8,61476,0.0291
8,4,9,62051,0.0351
8,4,10,62625,0.0650
8,4,11,63200,0.0265
8,4,12,63774,0.0686
8,4,13,64349,0.0169
8,4,14,64923,0.0169
8,4,15,65498,0.0642
8,4,16,66072,0.0797
8,4,17,66647,0.0253
8,4,18,67221,0.0403
8,4,19,67796,0.0292
8,4,20,68370,0.0147
8,4,21,68945,0.0627
8,4,22,69520,0.0663
8,4,23,70094,0.0138
8,4,24,70669,0.0330
9,1,1,536274,0.0614
9,1,2,541637,0.0768
9,1,3,547000,0.0580
9,1,4,552362,0.0483
9,1,5,557725,0.0670
9,1,6,563088,0.0263
9,1,7,568451,0.0187
9,1,8,573813,0.0113
9,1,9,579176,0.0749
9,1,10,584539,0.0541
9,1,11,589902,0.0143
9,1,12,595264,0.0753
9,1,13,600627,0.0584
9,1,14,605990,0.0611
9,1,15,611353,0.0246
9,1,16,616715,0.0799
9,1,17,622078,0.0567
9,1,18,627441,0.0506
9,1,19,632804,0.0352
9,1,20,638166,0.0729
9,1,21,643529,0.0356
9,1,22,648892,0.0727
9,1,23,654255,0.0765
9,1,24,659617,0.0349
9,2,1,357516,0.0732
9,2,2,361091,0.0511
9,2,3,364667,0.0249
9,2,4,368242,0.0268
9,2,5,371817,0.0611
9,2,6,375392,0.0109
9,2,7,378967,0.0744
9,2,8,382542,0.0530
9,2,9,386117,0.0728
9,2,10,389693,0.0472
9,2,11,393268,0.0518
9,2,12,396843,0.0171
9,2,13,400418,0.0266
9,2,14,403993,0.0578
9,2,15,407568,0.0369
9,2,16,411144,0.0498
9,2,17,414719,0.0211
9,2,18,418294,0.0357
9,2,19,421869,0.0670
9,2,20,425444,0.0444
9,2,21,429019,0.0476
9,2,22,432595,0.0435
9,2,23,436170,0.0193
9,2,24,439745,0.0626
9,3,1,238344,0.0320
9,3,2,240728,0.0149
9,3,3,243111,0.0105
9,3,4,245494,0.0491
9,3,5,247878,0.0243
9,3,6,250261,0.0355
9,3,7,252645,0.0260
9,3,8,255028,0.0111
9,3,9,257412,0.0592
9,3,10,259795,0.0638
9,3,11,262179,0.0659
9,3,12,264562,0.0596
9,3,13,266945,0.0179
9,3,14,269329,0.0257
9,3,15,271712,0.0307
9,3,16,274096,0.0696
9,3,17,276479,0.0653
9,3,18,278863,0.0169
9,3,19,281246,0.0793
9,3,20,283630,0.0632
9,3,21,286013,0.0512
9,3,22,288396,0.0595
9,3,23,290780,0.0669
9,3,24,293163,0.0585
9,4,1,148965,0.0705
9,4,2,150455,0.0512
9,4,3,151944,0.0376
9,4,4,153434,0.0151
9,4,5,154924,0.0682
9,4,6,156413,0.0647
9,4,7,157903,0.0369
9,4,8,159393,0.0264
9,4,9,160882,0.0678
9,4,10,162372,0.0272
9,4,11,163862,0.0244
9,4,12,165351,0.0266
9,4,13,166841,0.0698
9,4,14,168331,0.0151
9,4,15,169820,0.0326
9,4,16,171310,0.0487
9,4,17,172799,0.0431
9,4,18,174289,0.0375
9,4,19,175779,0.0457
9,4,20,177268,0.0330
9,4,21,178758,0.0333
9,4,22,180248,0.0168
9,4,23,181737,0.0567
9,4,24,183227,0.0244
10,1,1,439516,0.0556
10,1,2,443911,0.0512
10,1,3,448306,0.0309
10,1,4,452701,0.0522
10,1,5,457097,0.0666
10,1,6,461492,0.0487
10,1,7,465887,0.0418
10,1,8,470282,0.0275
10,1,9,474677,0.0312
10,1,10,479072,0.0597
10,1,11,483468,0.0483
10,1,12,487863,0.0420
10,1,13,492258,0.0726
10,1,14,496653,0.0293
10,1,15,501048,0.0635
10,1,16,505443,0.0168
10,1,17,509839,0.0539
10,1,18,514234,0.0688
10,1,19,518629,0.0224
10,1,20,523024,0.0298
10,1,21,527419,0.0339
10,1,22,531814,0.0714
10,1,23,536210,0.0779
10,1,24,540605,0.0366
10,2,1,293011,0.0312
10,2,2,295941,0.0391
10,2,3,298871,0.0301
10,2,4,301801,0.0698
10,2,5,304731,0.0424
10,2,6,307661,0.0168
10,2,7,310591,0.0472
10,2,8,313521,0.0630
10,2,9,316452,0.0441
10,2,10,319382,0.0153
10,2,11,322312,0.0769
10,2,12,325242,0.0592
10,2,13,328172,0.0671
10,2,14,331102,0.0101
10,2,15,334032,0.0702
10,2,16,336962,0.0507
10,2,17,339892,0.0398
10,2,18,342822,0.0572
10,2,19,345753,0.0487
10,2,20,348683,0.0143
10,2,21,351613,0.0320
10,2,22,354543,0.0374
10,2,23,357473,0.0637
10,2,24,360403,0.0314
10,3,1,195340,0.0492
10,3,2,197294,0.0319
10,3,3,199247,0.0479
10,3,4,201201,0.0421
10,3,5,203154,0.0722
10,3,6,205107,0.0682
10,3,7,207061,0.0308
10,3,8,209014,0.0126
10,3,9,210968,0.0467
10,3,10,212921,0.0273
10,3,11,214874,0.0197
10,3,12,216828,0.0198
10,3,13,218781,0.0377
10,3,14,220735,0.0225
10,3,15,222688,0.0106
10,3,16,224642,0.0529
10,3,17,226595,0.0275
10,3,18,228548,0.0696
10,3,19,230502,0.0263
10,3,20,232455,0.0421
10,3,21,234409,0.0482
10,3,22,236362,0.0330
10,3,23,238315,0.0749
10,3,24,240269,0.0372
10,4,1,122088,0.0723
10,4,2,123309,0.0323
10,4,3,124530,0.0690
10,4,4,125750,0.0615
10,4,5,126971,0.0138
10,4,6,128192,0.0702
10,4,7,129413,0.0722
10,4,8,130634,0.0739
10,4,9,131855,0.0216
10,4,10,133076,0.0106
10,4,11,134297,0.0678
10,4,12,135517,0.0516
10,4,13,136738,0.0470
10,4,14,137959,0.0720
10,4,15,139180,0.0422
10,4,16,140401,0.0324
10,4,17,141622,0.0779
10,4,18,142843,0.0266
10,4,19,144064,0.0456
10,4,20,145284,0.0178
10,4,21,146505,0.0649
10,4,22,147726,0.0426
10,4,23,148947,0.0332
10,4,24,150168,0.0119
11,1,1,47408,0.0538
11,1,2,47882,0.0731
11,1,3,48356,0.0738
11,1,4,48830,0.0762
11,1,5,49304,0.0140
11,1,6,49778,0.0270
11,1,7,50252,0.0724
11,1,8,50726,0.0581
11,1,9,51200,0.0503
11,1,10,51674,0.0589
11,1,11,52148,0.0170
11,1,12,52623,0.0149
11,1,13,53097,0.0677
11,1,14,53571,0.0389
11,1,15,54045,0.0688
11,1,16,54519,0.0477
11,1,17,54993,0.0650
11,1,18,55467,0.0498
11,1,19,55941,0.0195
11,1,20,56415,0.0394
11,1,21,56889,0.0374
11,1,22,57363,0.0627
11,1,23,57837,0.0703
11,1,24,58311,0.0640
11,2,1,31605,0.0687
11,2,2,31921,0.0565
11,2,3,32237,0.0491
11,2,4,32553,0.0626
11,2,5,32869,0.0732
11,2,6,33185,0.0167
11,2,7,33501,0.0410
11,2,8,33817,0.0566
11,2,9,34134,0.0245
11,2,10,34450,0.0621
11,2,11,34766,0.0463
11,2,12,35082,0.0621
