track_id,release_id,track_title,track_number,duration_sec,isrc,is_explicit
82,25,Restless Horizon,3,206,SIM00002503,0
83,25,Golden Sirens,4,157,SIM00002504,0
84,25,Amber Phantoms,5,260,SIM00002505,1
85,25,Midnight Foxes,6,263,SIM00002506,0
86,25,Broken Echoes,7,234,SIM00002507,0
87,25,Iron Saints,8,249,SIM00002508,0
88,26,Sunken Riot,1,202,SIM00002601,1
89,26,Silver Shadows,2,253,SIM00002602,0
90,26,Hollow Hearts,3,202,SIM00002603,0
91,26,Restless Horizon,4,222,SIM00002604,0
92,26,Golden Sirens,5,202,SIM00002605,0
93,26,Amber Phantoms,6,263,SIM00002606,0
94,26,Midnight Foxes,7,156,SIM00002607,1
95,26,Broken Echoes,8,203,SIM00002608,0
96,26,Iron Saints,9,156,SIM00002609,0
97,27,Static Vultures,1,155,SIM00002701,0
98,28,Crimson Vibes,1,184,SIM00002801,0
99,28,Static Vultures,2,167,SIM00002802,0
100,28,Sunken Riot,3,170,SIM00002803,1
101,28,Silver Shadows,4,254,SIM00002804,1
102,29,Sacred Tides,1,151,SIM00002901,0
103,29,Crimson Vibes,2,201,SIM00002902,1
104,29,Static Vultures,3,269,SIM00002903,0
105,29,Sunken Riot,4,165,SIM00002904,0
106,29,Silver Shadows,5,211,SIM00002905,1
107,29,Hollow Hearts,6,214,SIM00002906,0
108,29,Restless Horizon,7,226,SIM00002907,0
109,29,Golden Sirens,8,187,SIM00002908,0
110,29,Amber Phantoms,9,180,SIM00002909,0
111,29,Midnight Foxes,10,259,SIM00002910,0
112,29,Broken Echoes,11,163,SIM00002911,0
113,29,Iron Saints,12,257,SIM00002912,1
114,30,Solar Youth,1,269,SIM00003001,0
115,30,Sacred Tides,2,248,SIM00003002,0
116,30,Crimson Vibes,3,223,SIM00003003,0
117,30,Static Vultures,4,175,SIM00003004,0
118,30,Sunken Riot,5,218,SIM00003005,0
119,30,Silver Shadows,6,260,SIM00003006,0
120,30,Hollow Hearts,7,190,SIM00003007,0
121,31,Neon Ghosts,1,162,SIM00003101,0
122,32,Glass Waves,1,258,SIM00003201,1
123,33,Lonely Wolves,1,186,SIM00003301,0
124,34,Velvet Roses,1,231,SIM00003401,0
125,34,Lonely Wolves,2,163,SIM00003402,1
126,34,Glass Waves,3,266,SIM00003403,0
127,34,Neon Ghosts,4,207,SIM00003404,0
128,34,Solar Youth,5,188,SIM00003405,0
129,34,Sacred Tides,6,254,SIM00003406,0
130,34,Crimson Vibes,7,219,SIM00003407,0
131,34,Static Vultures,8,165,SIM00003408,0
132,34,Sunken Riot,9,178,SIM00003409,1
133,34,Silver Shadows,10,196,SIM00003410,0
134,34,Hollow Hearts,11,173,SIM00003411,0
135,35,Paper Rebels,1,172,SIM00003501,0
136,35,Velvet Roses,2,257,SIM00003502,0
137,35,Lonely Wolves,3,179,SIM00003503,0
138,35,Glass Waves,4,232,SIM00003504,0
139,35,Neon Ghosts,5,246,SIM00003505,0
140,35,Solar Youth,6,162,SIM00003506,0
141,35,Sacred Tides,7,230,SIM00003507,0
142,35,Crimson Vibes,8,250,SIM00003508,0
143,35,Static Vultures,9,260,SIM00003509,0
144,35,Sunken Riot,10,267,SIM00003510,0
145,35,Silver Shadows,11,186,SIM00003511,0
146,35,Hollow Hearts,12,264,SIM00003512,0
147,36,Wild Ravens,1,198,SIM00003601,0
148,37,Electric Bones,1,160,SIM00003701,0
149,37,Wild Ravens,2,153,SIM00003702,0
150,37,Paper Rebels,3,247,SIM00003703,0
151,37,Velvet Roses,4,161,SIM00003704,0
152,37,Lonely Wolves,5,219,SIM00003705,0
153,37,Glass Waves,6,162,SIM00003706,0
154,37,Neon Ghosts,7,251,SIM00003707,0
155,37,Solar Youth,8,165,SIM00003708,1
156,38,Iron Saints,1,242,SIM00003801,0
157,39,Broken Echoes,1,215,SIM00003901,0
158,40,Midnight Foxes,1,191,SIM00004001,0
159,41,Amber Phantoms,1,240,SIM00004101,1
160,42,Golden Sirens,1,181,SIM00004201,0
161,43,Restless Horizon,1,164,SIM00004301,0
162,44,Hollow Hearts,1,266,SIM00004401,0
163,45,Silver Shadows,1,184,SIM00004501,0
164,46,Sunken Riot,1,249,SIM00004601,0
165,47,Static Vultures,1,164,SIM00004701,0
166,48,Crimson Vibes,1,255,SIM00004801,0
167,49,Sacred Tides,1,226,SIM00004901,0
168,50,Solar Youth,1,173,SIM00005001,0
169,50,Sacred Tides,2,258,SIM00005002,1
170,50,Crimson Vibes,3,213,SIM00005003,0
171,50,Static Vultures,4,253,SIM00005004,0
172,50,Sunken Riot,5,234,SIM00005005,0
173,51,Neon Ghosts,1,227,SIM00005101,0
174,51,Solar Youth,2,259,SIM00005102,0
175,51,Sacred Tides,3,207,SIM00005103,1
176,52,Glass Waves,1,250,SIM00005201,1
177,53,Lonely Wolves,1,221,SIM00005301,0
178,54,Velvet Roses,1,255,SIM00005401,0
179,55,Paper Rebels,1,180,SIM00005501,0
180,56,Wild Ravens,1,262,SIM00005601,1
181,57,Electric Bones,1,210,SIM00005701,0
182,57,Wild Ravens,2,174,SIM00005702,0
183,57,Paper Rebels,3,194,SIM00005703,0
184,58,Iron Saints,1,178,SIM00005801,0
185,58,Electric Bones,2,171,SIM00005802,1
186,58,Wild Ravens,3,176,SIM00005803,0
187,58,Paper Rebels,4,214,SIM00005804,0
188,59,Broken Echoes,1,183,SIM00005901,1
189,60,Midnight Foxes,1,204,SIM00006001,1
190,60,Broken Echoes,2,159,SIM00006002,1
191,60,Iron Saints,3,207,SIM00006003,0
192,61,Amber Phantoms,1,191,SIM00006101,0
193,61,Midnight Foxes,2,183,SIM00006102,0
194,61,Broken Echoes,3,176,SIM00006103,0
195,61,Iron Saints,4,226,SIM00006104,0
196,62,Golden Sirens,1,174,SIM00006201,0
197,62,Amber Phantoms,2,169,SIM00006202,0
198,62,Midnight Foxes,3,180,SIM00006203,1
199,62,Broken Echoes,4,185,SIM00006204,0
200,62,Iron Saints,5,191,SIM00006205,0
201,63,Restless Horizon,1,266,SIM00006301,0
202,63,Golden Sirens,2,181,SIM00006302,0
203,63,Amber Phantoms,3,182,SIM00006303,1
204,63,Midnight Foxes,4,236,SIM00006304,0
205,63,Broken Echoes,5,192,SIM00006305,0
206,63,Iron Saints,6,177,SIM00006306,0
207,63,Electric Bones,7,167,SIM00006307,1
208,63,Wild Ravens,8,242,SIM00006308,0
209,63,Paper Rebels,9,177,SIM00006309,1
210,63,Velvet Roses,10,208,SIM00006310,0
211,64,Hollow Hearts,1,176,SIM00006401,1
212,64,Restless Horizon,2,244,SIM00006402,0
213,64,Golden Sirens,3,154,SIM00006403,1
214,64,Amber Phantoms,4,222,SIM00006404,0
215,65,Silver Shadows,1,160,SIM00006501,0
216,65,Hollow Hearts,2,181,SIM00006502,0
217,65,Restless Horizon,3,182,SIM00006503,0
218,65,Golden Sirens,4,230,SIM00006504,0
219,65,Amber Phantoms,5,187,SIM00006505,0
220,66,Sunken Riot,1,257,SIM00006601,0
221,66,Silver Shadows,2,167,SIM00006602,0
222,66,Hollow Hearts,3,241,SIM00006603,1
223,67,Static Vultures,1,170,SIM00006701,0
224,67,Sunken Riot,2,196,SIM00006702,0
225,67,Silver Shadows,3,244,SIM00006703,0
226,67,Hollow Hearts,4,204,SIM00006704,0
227,67,Restless Horizon,5,220,SIM00006705,0
228,67,Golden Sirens,6,152,SIM00006706,1
229,67,Amber Phantoms,7,160,SIM00006707,0
230,67,Midnight Foxes,8,218,SIM00006708,0
231,68,Crimson Vibes,1,268,SIM00006801,0
232,68,Static Vultures,2,222,SIM00006802,0
233,68,Sunken Riot,3,227,SIM00006803,0
234,68,Silver Shadows,4,242,SIM00006804,0
235,68,Hollow Hearts,5,253,SIM00006805,0
236,68,Restless Horizon,6,196,SIM00006806,0
237,68,Golden Sirens,7,221,SIM00006807,0
238,68,Amber Phantoms,8,248,SIM00006808,0
239,68,Midnight Foxes,9,173,SIM00006809,0
240,69,Sacred Tides,1,193,SIM00006901,0
241,70,Solar Youth,1,172,SIM00007001,0
242,70,Sacred Tides,2,182,SIM00007002,0
243,70,Crimson Vibes,3,206,SIM00007003,0
244,70,Static Vultures,4,213,SIM00007004,0
245,71,Neon Ghosts,1,247,SIM00007101,1
246,71,Solar Youth,2,225,SIM00007102,1
247,71,Sacred Tides,3,234,SIM00007103,0
248,71,Crimson Vibes,4,240,SIM00007104,0
249,71,Static Vultures,5,260,SIM00007105,0
250,72,Glass Waves,1,229,SIM00007201,0
251,72,Neon Ghosts,2,188,SIM00007202,0
252,72,Solar Youth,3,165,SIM00007203,0
253,72,Sacred Tides,4,221,SIM00007204,0
254,72,Crimson Vibes,5,170,SIM00007205,1
255,72,Static Vultures,6,255,SIM00007206,0
256,72,Sunken Riot,7,168,SIM00007207,0
257,73,Lonely Wolves,1,267,SIM00007301,1
258,73,Glass Waves,2,185,SIM00007302,0
259,73,Neon Ghosts,3,242,SIM00007303,0
260,73,Solar Youth,4,156,SIM00007304,0
261,74,Velvet Roses,1,158,SIM00007401,0
262,74,Lonely Wolves,2,252,SIM00007402,1
263,74,Glass Waves,3,215,SIM00007403,0
264,74,Neon Ghosts,4,227,SIM00007404,0
265,74,Solar Youth,5,202,SIM00007405,0
266,74,Sacred Tides,6,209,SIM00007406,0
267,74,Crimson Vibes,7,210,SIM00007407,0
268,74,Static Vultures,8,158,SIM00007408,0
269,74,Sunken Riot,9,251,SIM00007409,0
270,75,Paper Rebels,1,192,SIM00007501,0
271,75,Velvet Roses,2,173,SIM00007502,0
272,75,Lonely Wolves,3,216,SIM00007503,0
273,75,Glass Waves,4,237,SIM00007504,0
274,75,Neon Ghosts,5,256,SIM00007505,0
275,75,Solar Youth,6,176,SIM00007506,0
276,75,Sacred Tides,7,176,SIM00007507,0
277,75,Crimson Vibes,8,175,SIM00007508,0
278,75,Static Vultures,9,151,SIM00007509,0
279,75,Sunken Riot,10,194,SIM00007510,0
280,76,Wild Ravens,1,254,SIM00007601,0
281,77,Electric Bones,1,174,SIM00007701,0
282,77,Wild Ravens,2,150,SIM00007702,0
283,77,Paper Rebels,3,180,SIM00007703,0
284,77,Velvet Roses,4,246,SIM00007704,0
285,77,Lonely Wolves,5,157,SIM00007705,0
286,77,Glass Waves,6,262,SIM00007706,0
287,77,Neon Ghosts,7,180,SIM00007707,0
288,77,Solar Youth,8,189,SIM00007708,0
289,77,Sacred Tides,9,155,SIM00007709,0
290,77,Crimson Vibes,10,246,SIM00007710,0
291,77,Static Vultures,11,264,SIM00007711,0
292,77,Sunken Riot,12,255,SIM00007712,0
293,78,Iron Saints,1,160,SIM00007801,0
294,78,Electric Bones,2,244,SIM00007802,0
295,78,Wild Ravens,3,177,SIM00007803,0
296,78,Paper Rebels,4,177,SIM00007804,0
297,78,Velvet Roses,5,182,SIM00007805,0
298,78,Lonely Wolves,6,154,SIM00007806,0
299,78,Glass Waves,7,182,SIM00007807,0
300,79,Broken Echoes,1,255,SIM00007901,0
301,80,Midnight Foxes,1,173,SIM00008001,0
302,81,Amber Phantoms,1,243,SIM00008101,0
303,82,Golden Sirens,1,150,SIM00008201,0
304,82,Amber Phantoms,2,170,SIM00008202,1
305,82,Midnight Foxes,3,169,SIM00008203,0
306,82,Broken Echoes,4,218,SIM00008204,0
307,82,Iron Saints,5,186,SIM00008205,0
308,82,Electric Bones,6,235,SIM00008206,0
309,82,Wild Ravens,7,235,SIM00008207,0
310,82,Paper Rebels,8,171,SIM00008208,0
311,82,Velvet Roses,9,263,SIM00008209,0
312,82,Lonely Wolves,10,200,SIM00008210,0
313,82,Glass Waves,11,208,SIM00008211,0
314,83,Restless Horizon,1,199,SIM00008301,0
315,84,Hollow Hearts,1,205,SIM00008401,0
316,85,Silver Shadows,1,166,SIM00008501,0
317,86,Sunken Riot,1,192,SIM00008601,0
318,87,Static Vultures,1,211,SIM00008701,0
319,88,Crimson Vibes,1,207,SIM00008801,0
320,89,Sacred Tides,1,215,SIM00008901,0
321,90,Solar Youth,1,153,SIM00009001,0
322,91,Neon Ghosts,1,221,SIM00009101,0
323,92,Glass Waves,1,162,SIM00009201,0
324,93,Lonely Wolves,1,217,SIM00009301,1
325,94,Velvet Roses,1,249,SIM00009401,0
326,95,Paper Rebels,1,233,SIM00009501,0
327,96,Wild Ravens,1,243,SIM00009601,0
328,97,Electric Bones,1,214,SIM00009701,0
329,98,Iron Saints,1,168,SIM00009801,0
330,98,Electric Bones,2,163,SIM00009802,1
331,98,Wild Ravens,3,245,SIM00009803,0
332,98,Paper Rebels,4,169,SIM00009804,1
333,98,Velvet Roses,5,255,SIM00009805,0
334,99,Broken Echoes,1,187,SIM00009901,0
335,99,Iron Saints,2,267,SIM00009902,0
336,99,Electric Bones,3,238,SIM00009903,0
337,100,Midnight Foxes,1,177,SIM00010001,0
338,101,Amber Phantoms,1,237,SIM00010101,0
339,102,Golden Sirens,1,244,SIM00010201,0
340,102,Amber Phantoms,2,191,SIM00010202,0
341,102,Midnight Foxes,3,215,SIM00010203,0
342,103,Restless Horizon,1,174,SIM00010301,0
343,103,Golden Sirens,2,151,SIM00010302,1
344,103,Amber Phantoms,3,196,SIM00010303,0
345,103,Midnight Foxes,4,183,SIM00010304,0
346,104,Hollow Hearts,1,242,SIM00010401,0
347,104,Restless Horizon,2,163,SIM00010402,0
348,104,Golden Sirens,3,180,SIM00010403,0
349,104,Amber Phantoms,4,254,SIM00010404,0
350,104,Midnight Foxes,5,180,SIM00010405,0
351,105,Silver Shadows,1,264,SIM00010501,0
352,105,Hollow Hearts,2,250,SIM00010502,0
353,105,Restless Horizon,3,181,SIM00010503,0
354,105,Golden Sirens,4,202,SIM00010504,0
355,105,Amber Phantoms,5,268,SIM00010505,0
356,105,Midnight Foxes,6,251,SIM00010506,0
357,105,Broken Echoes,7,162,SIM00010507,0
358,105,Iron Saints,8,188,SIM00010508,0
359,105,Electric Bones,9,180,SIM00010509,0
360,105,Wild Ravens,10,259,SIM00010510,0
361,106,Sunken Riot,1,154,SIM00010601,1
362,107,Static Vultures,1,217,SIM00010701,0
363,107,Sunken Riot,2,197,SIM00010702,0
364,107,Silver Shadows,3,208,SIM00010703,0
365,107,Hollow Hearts,4,238,SIM00010704,0
366,107,Restless Horizon,5,217,SIM00010705,0
367,108,Crimson Vibes,1,155,SIM00010801,0
368,108,Static Vultures,2,256,SIM00010802,0
369,108,Sunken Riot,3,194,SIM00010803,0
370,109,Sacred Tides,1,163,SIM00010901,0
371,109,Crimson Vibes,2,238,SIM00010902,0
372,109,Static Vultures,3,153,SIM00010903,0
373,109,Sunken Riot,4,268,SIM00010904,0
374,110,Solar Youth,1,210,SIM00011001,0
375,110,Sacred Tides,2,235,SIM00011002,0
376,110,Crimson Vibes,3,263,SIM00011003,1
377,110,Static Vultures,4,226,SIM00011004,0
378,110,Sunken Riot,5,225,SIM00011005,0
379,111,Neon Ghosts,1,180,SIM00011101,0
380,111,Solar Youth,2,159,SIM00011102,0
381,111,Sacred Tides,3,177,SIM00011103,0
382,112,Glass Waves,1,221,SIM00011201,1
383,112,Neon Ghosts,2,190,SIM00011202,0
384,112,Solar Youth,3,158,SIM00011203,0
385,112,Sacred Tides,4,191,SIM00011204,0
386,112,Crimson Vibes,5,258,SIM00011205,0
387,112,Static Vultures,6,151,SIM00011206,0
388,112,Sunken Riot,7,163,SIM00011207,0
389,112,Silver Shadows,8,265,SIM00011208,0
390,112,Hollow Hearts,9,186,SIM00011209,0
391,112,Restless Horizon,10,172,SIM00011210,0
392,112,Golden Sirens,11,241,SIM00011211,0
393,113,Lonely Wolves,1,246,SIM00011301,0
394,113,Glass Waves,2,202,SIM00011302,0
395,113,Neon Ghosts,3,154,SIM00011303,0
396,113,Solar Youth,4,243,SIM00011304,0
397,113,Sacred Tides,5,203,SIM00011305,0
398,114,Velvet Roses,1,214,SIM00011401,0
399,114,Lonely Wolves,2,175,SIM00011402,0
400,114,Glass Waves,3,168,SIM00011403,0
401,115,Paper Rebels,1,155,SIM00011501,0
402,115,Velvet Roses,2,209,SIM00011502,0
403,115,Lonely Wolves,3,151,SIM00011503,0
404,115,Glass Waves,4,240,SIM00011504,0
405,115,Neon Ghosts,5,185,SIM00011505,0
406,115,Solar Youth,6,245,SIM00011506,0
407,115,Sacred Tides,7,212,SIM00011507,0
408,115,Crimson Vibes,8,237,SIM00011508,0
409,116,Wild Ravens,1,161,SIM00011601,0
410,116,Paper Rebels,2,176,SIM00011602,0
411,116,Velvet Roses,3,187,SIM00011603,0
412,116,Lonely Wolves,4,265,SIM00011604,0
413,116,Glass Waves,5,215,SIM00011605,0
414,116,Neon Ghosts,6,222,SIM00011606,0
415,116,Solar Youth,7,227,SIM00011607,0
416,116,Sacred Tides,8,242,SIM00011608,0
417,116,Crimson Vibes,9,243,SIM00011609,0
418,117,Electric Bones,1,253,SIM00011701,0
419,118,Iron Saints,1,192,SIM00011801,0
420,118,Electric Bones,2,267,SIM00011802,0
421,118,Wild Ravens,3,207,SIM00011803,0
422,118,Paper Rebels,4,185,SIM00011804,0
423,119,Broken Echoes,1,179,SIM00011901,0
424,119,Iron Saints,2,152,SIM00011902,1
425,119,Electric Bones,3,165,SIM00011903,0
426,119,Wild Ravens,4,184,SIM00011904,0
427,119,Paper Rebels,5,184,SIM00011905,0
428,119,Velvet Roses,6,248,SIM00011906,0
429,119,Lonely Wolves,7,153,SIM00011907,0
430,119,Glass Waves,8,166,SIM00011908,0
431,119,Neon Ghosts,9,190,SIM00011909,0
432,119,Solar Youth,10,165,SIM00011910,0
433,119,Sacred Tides,11,208,SIM00011911,0
434,119,Crimson Vibes,12,168,SIM00011912,0
435,120,Midnight Foxes,1,209,SIM00012001,0
436,120,Broken Echoes,2,161,SIM00012002,0
437,120,Iron Saints,3,192,SIM00012003,0
438,120,Electric Bones,4,256,SIM00012004,0
439,120,Wild Ravens,5,224,SIM00012005,0
440,120,Paper Rebels,6,242,SIM00012006,0
441,120,Velvet Roses,7,163,SIM00012007,0
442,121,Amber Phantoms,1,171,SIM00012101,0
443,122,Golden Sirens,1,194,SIM00012201,0
444,123,Restless Horizon,1,196,SIM00012301,0
445,124,Hollow Hearts,1,150,SIM00012401,0
446,124,Restless Horizon,2,226,SIM00012402,0
447,124,Golden Sirens,3,155,SIM00012403,0
448,124,Amber Phantoms,4,173,SIM00012404,0
449,124,Midnight Foxes,5,188,SIM00012405,0
450,124,Broken Echoes,6,181,SIM00012406,0
451,124,Iron Saints,7,168,SIM00012407,0
452,124,Electric Bones,8,218,SIM00012408,0
453,124,Wild Ravens,9,201,SIM00012409,0
454,124,Paper Rebels,10,161,SIM00012410,0
455,124,Velvet Roses,11,257,SIM00012411,0
456,125,Silver Shadows,1,175,SIM00012501,0
457,125,Hollow Hearts,2,255,SIM00012502,0
458,125,Restless Horizon,3,248,SIM00012503,0
459,125,Golden Sirens,4,231,SIM00012504,0
460,125,Amber Phantoms,5,211,SIM00012505,1
461,125,Midnight Foxes,6,217,SIM00012506,0
462,125,Broken Echoes,7,159,SIM00012507,1
463,125,Iron Saints,8,198,SIM00012508,0
464,125,Electric Bones,9,267,SIM00012509,0
465,125,Wild Ravens,10,258,SIM00012510,0
466,125,Paper Rebels,11,203,SIM00012511,0
467,125,Velvet Roses,12,187,SIM00012512,0
468,126,Sunken Riot,1,266,SIM00012601,1
469,127,Static Vultures,1,216,SIM00012701,0
470,127,Sunken Riot,2,251,SIM00012702,0
471,127,Silver Shadows,3,161,SIM00012703,0
472,127,Hollow Hearts,4,178,SIM00012704,0
473,127,Restless Horizon,5,230,SIM00012705,0
474,127,Golden Sirens,6,214,SIM00012706,1
475,127,Amber Phantoms,7,167,SIM00012707,0
476,127,Midnight Foxes,8,260,SIM00012708,0
477,128,Crimson Vibes,1,177,SIM00012801,0
478,129,Sacred Tides,1,155,SIM00012901,0
479,130,Solar Youth,1,243,SIM00013001,0
480,131,Neon Ghosts,1,190,SIM00013101,0
481,132,Glass Waves,1,201,SIM00013201,0
482,133,Lonely Wolves,1,162,SIM00013301,1
483,134,Velvet Roses,1,173,SIM00013401,0
484,135,Paper Rebels,1,242,SIM00013501,0
485,136,Wild Ravens,1,252,SIM00013601,0
486,137,Electric Bones,1,193,SIM00013701,0
487,138,Iron Saints,1,163,SIM00013801,0
488,139,Broken Echoes,1,252,SIM00013901,0
489,140,Midnight Foxes,1,181,SIM00014001,0
490,140,Broken Echoes,2,181,SIM00014002,0
491,140,Iron Saints,3,235,SIM00014003,1
492,140,Electric Bones,4,160,SIM00014004,0
493,140,Wild Ravens,5,188,SIM00014005,0
494,141,Amber Phantoms,1,180,SIM00014101,0
495,141,Midnight Foxes,2,152,SIM00014102,1
496,141,Broken Echoes,3,152,SIM00014103,1
497,142,Golden Sirens,1,172,SIM00014201,0
498,143,Restless Horizon,1,188,SIM00014301,0
499,144,Hollow Hearts,1,206,SIM00014401,0
500,145,Silver Shadows,1,162,SIM00014501,1
501,146,Sunken Riot,1,241,SIM00014601,0
502,147,Static Vultures,1,211,SIM00014701,0
503,147,Sunken Riot,2,264,SIM00014702,0
504,147,Silver Shadows,3,200,SIM00014703,0
505,148,Crimson Vibes,1,200,SIM00014801,0
506,148,Static Vultures,2,176,SIM00014802,0
507,148,Sunken Riot,3,194,SIM00014803,1
508,148,Silver Shadows,4,162,SIM00014804,0
509,149,Sacred Tides,1,216,SIM00014901,0
510,150,Solar Youth,1,232,SIM00015001,0
511,150,Sacred Tides,2,155,SIM00015002,0
512,150,Crimson Vibes,3,234,SIM00015003,0
513,151,Neon Ghosts,1,256,SIM00015101,0
514,151,Solar Youth,2,219,SIM00015102,0
515,151,Sacred Tides,3,262,SIM00015103,0
516,151,Crimson Vibes,4,234,SIM00015104,0
517,152,Glass Waves,1,257,SIM00015201,1
518,152,Neon Ghosts,2,239,SIM00015202,0
519,152,Solar Youth,3,150,SIM00015203,0
520,152,Sacred Tides,4,203,SIM00015204,1
521,152,Crimson Vibes,5,190,SIM00015205,0
522,153,Lonely Wolves,1,209,SIM00015301,0
523,153,Glass Waves,2,185,SIM00015302,0
524,153,Neon Ghosts,3,173,SIM00015303,0
525,153,Solar Youth,4,161,SIM00015304,0
526,153,Sacred Tides,5,158,SIM00015305,0
527,153,Crimson Vibes,6,200,SIM00015306,0
528,153,Static Vultures,7,200,SIM00015307,0
529,153,Sunken Riot,8,169,SIM00015308,0
530,153,Silver Shadows,9,196,SIM00015309,1
531,153,Hollow Hearts,10,255,SIM00015310,0
532,154,Velvet Roses,1,175,SIM00015401,0
533,154,Lonely Wolves,2,163,SIM00015402,0
534,154,Glass Waves,3,170,SIM00015403,0
535,154,Neon Ghosts,4,172,SIM00015404,0
536,155,Paper Rebels,1,160,SIM00015501,0
537,155,Velvet Roses,2,259,SIM00015502,0
538,155,Lonely Wolves,3,212,SIM00015503,1
539,155,Glass Waves,4,237,SIM00015504,0
540,155,Neon Ghosts,5,160,SIM00015505,1
541,156,Wild Ravens,1,162,SIM00015601,0
542,156,Paper Rebels,2,180,SIM00015602,0
543,156,Velvet Roses,3,254,SIM00015603,0
544,157,Electric Bones,1,189,SIM00015701,0
545,157,Wild Ravens,2,196,SIM00015702,0
546,157,Paper Rebels,3,190,SIM00015703,0
547,157,Velvet Roses,4,268,SIM00015704,0
548,157,Lonely Wolves,5,243,SIM00015705,0
549,157,Glass Waves,6,258,SIM00015706,0
550,157,Neon Ghosts,7,160,SIM00015707,0
551,157,Solar Youth,8,224,SIM00015708,0
552,158,Iron Saints,1,267,SIM00015801,0
553,158,Electric Bones,2,151,SIM00015802,0
554,158,Wild Ravens,3,192,SIM00015803,0
555,158,Paper Rebels,4,232,SIM00015804,0
556,158,Velvet Roses,5,247,SIM00015805,0
