track_id,territory_id,month_id,streams
7,20,10,74338
7,20,11,73488
7,20,12,92879
7,20,13,94184
7,20,14,91199
7,20,15,86921
7,20,16,68004
7,20,17,66983
7,20,18,58690
7,20,19,46449
7,20,20,79195
7,20,21,63842
7,20,22,53344
7,20,23,41939
7,20,24,38390
8,3,1,159802
8,3,2,177629
8,3,3,146460
8,3,4,176442
8,3,5,100246
8,3,6,128484
8,3,7,96078
8,3,8,135500
8,3,9,89639
8,3,10,144795
8,3,11,112553
8,3,12,89428
8,3,13,84663
8,3,14,125877
8,3,15,74397
8,3,16,116093
8,3,17,86536
8,3,18,82355
8,3,19,85499
8,3,20,75464
8,3,21,75896
8,3,22,64283
8,3,23,77528
8,3,24,87572
8,7,1,70930
8,7,2,42151
8,7,3,55434
8,7,4,52349
8,7,5,65450
8,7,6,45879
8,7,7,51955
8,7,8,48314
8,7,9,50693
8,7,10,37524
8,7,11,34301
8,7,12,42235
8,7,13,47678
8,7,14,37913
8,7,15,45017
8,7,16,28797
8,7,17,38662
8,7,18,30526
8,7,19,29025
8,7,20,29395
8,7,21,37316
8,7,22,24380
8,7,23,26674
8,7,24,28434
8,16,1,77195
8,16,2,70351
8,16,3,86662
8,16,4,98615
8,16,5,97257
8,16,6,61031
8,16,7,80827
8,16,8,94333
8,16,9,81880
8,16,10,58871
8,16,11,67252
8,16,12,61989
8,16,13,77013
8,16,14,78461
8,16,15,64979
8,16,16,55413
8,16,17,56132
8,16,18,60686
8,16,19,68204
8,16,20,48619
8,16,21,35716
8,16,22,40888
8,16,23,53346
8,16,24,53802
9,3,1,133413
9,3,2,178108
9,3,3,184117
9,3,4,153925
9,3,5,132781
9,3,6,109819
9,3,7,131674
9,3,8,149771
9,3,9,125375
9,3,10,105636
9,3,11,105300
9,3,12,111731
9,3,13,122996
9,3,14,99003
9,3,15,78473
9,3,16,111859
9,3,17,78412
9,3,18,88664
9,3,19,98248
9,3,20,94095
9,3,21,85485
9,3,22,89979
9,3,23,100506
9,3,24,86481
9,5,1,78610
9,5,2,51297
9,5,3,44926
9,5,4,65791
9,5,5,47412
9,5,6,54274
9,5,7,61055
9,5,8,40740
9,5,9,45126
9,5,10,49390
9,5,11,37295
9,5,12,34654
9,5,13,42920
9,5,14,32600
9,5,15,29980
9,5,16,44661
9,5,17,31673
9,5,18,43236
9,5,19,37707
9,5,20,32627
9,5,21,39818
9,5,22,27411
9,5,23,37012
9,5,24,38161
9,11,1,82470
9,11,2,69700
9,11,3,66791
9,11,4,83344
9,11,5,78800
9,11,6,82979
9,11,7,76511
9,11,8,65733
9,11,9,65592
9,11,10,83113
9,11,11,71195
9,11,12,73808
9,11,13,69570
9,11,14,74999
9,11,15,73626
9,11,16,58926
9,11,17,47894
9,11,18,68005
9,11,19,50990
9,11,20,59401
9,11,21,48627
9,11,22,39134
9,11,23,46461
9,11,24,34167
10,3,1,126140
10,3,2,125686
10,3,3,101649
10,3,4,120289
10,3,5,104268
10,3,6,100380
10,3,7,100033
10,3,8,150709
10,3,9,89158
10,3,10,139247
10,3,11,81314
10,3,12,127656
10,3,13,92977
10,3,14,106866
10,3,15,120449
10,3,16,80988
10,3,17,108716
10,3,18,92992
10,3,19,78168
10,3,20,77321
10,3,21,81197
10,3,22,88308
10,3,23,68037
10,3,24,64692
10,12,1,71809
10,12,2,64642
10,12,3,57190
10,12,4,70334
10,12,5,50910
10,12,6,48061
10,12,7,60043
10,12,8,50879
10,12,9,42772
10,12,10,42404
10,12,11,53644
10,12,12,37179
10,12,13,50313
10,12,14,43759
10,12,15,45702
10,12,16,43474
10,12,17,32294
10,12,18,37365
10,12,19,28021
10,12,20,25628
10,12,21,24928
10,12,22,37608
10,12,23,39499
10,12,24,26913
10,13,1,89634
10,13,2,79393
10,13,3,97379
10,13,4,63157
10,13,5,68871
10,13,6,57592
10,13,7,68975
10,13,8,90990
10,13,9,51599
10,13,10,66437
10,13,11,48625
10,13,12,68647
10,13,13,80963
10,13,14,45926
10,13,15,70688
10,13,16,63294
10,13,17,67082
10,13,18,65049
10,13,19,61280
10,13,20,36056
10,13,21,57257
10,13,22,50787
10,13,23,53258
10,13,24,32448
11,3,1,162026
11,3,2,156638
11,3,3,140434
11,3,4,145535
11,3,5,132918
11,3,6,164888
11,3,7,94033
11,3,8,96212
11,3,9,98251
11,3,10,124811
11,3,11,122386
11,3,12,133340
11,3,13,89284
11,3,14,78650
11,3,15,115689
11,3,16,101395
11,3,17,105850
11,3,18,100073
11,3,19,90515
11,3,20,95061
11,3,21,106004
11,3,22,58700
11,3,23,74615
11,3,24,69524
11,11,1,78846
11,11,2,49368
11,11,3,41733
11,11,4,39036
11,11,5,58992
11,11,6,50056
11,11,7,50603
11,11,8,34993
11,11,9,48644
11,11,10,56879
11,11,11,57267
11,11,12,38497
11,11,13,51307
11,11,14,36769
11,11,15,42028
11,11,16,39728
11,11,17,34860
11,11,18,42689
11,11,19,35823
11,11,20,29753
11,11,21,29149
11,11,22,23894
11,11,23,28450
11,11,24,25422
11,18,1,87330
11,18,2,106219
11,18,3,72814
11,18,4,98276
11,18,5,68752
11,18,6,93381
11,18,7,66090
11,18,8,75102
11,18,9,55412
11,18,10,49848
11,18,11,47515
11,18,12,59007
11,18,13,78383
11,18,14,44778
11,18,15,57732
11,18,16,42709
11,18,17,71483
11,18,18,67750
11,18,19,43180
11,18,20,36628
11,18,21,53939
11,18,22,45242
11,18,23,45336
11,18,24,39487
12,3,1,118451
12,3,2,161557
12,3,3,133445
12,3,4,132693
12,3,5,141266
12,3,6,156302
12,3,7,153512
12,3,8,96799
12,3,9,128202
12,3,10,103707
12,3,11,101295
12,3,12,84113
12,3,13,100698
12,3,14,133004
12,3,15,100738
12,3,16,79431
12,3,17,112381
12,3,18,81290
12,3,19,93244
12,3,20,88319
12,3,21,94249
12,3,22,89922
12,3,23,97665
12,3,24,81906
12,5,1,93755
12,5,2,68308
12,5,3,95330
12,5,4,79971
12,5,5,64397
12,5,6,60751
12,5,7,90679
12,5,8,95609
12,5,9,80854
12,5,10,70680
12,5,11,86665
12,5,12,50522
12,5,13,65045
12,5,14,74986
12,5,15,51206
12,5,16,68892
12,5,17,71037
12,5,18,58817
12,5,19,39422
12,5,20,43580
12,5,21,36597
12,5,22,34271
12,5,23,33038
12,5,24,50207
12,12,1,58078
12,12,2,70880
12,12,3,48696
12,12,4,43545
12,12,5,42565
12,12,6,42972
12,12,7,64563
12,12,8,59783
12,12,9,55749
12,12,10,32855
12,12,11,43104
12,12,12,49231
12,12,13,39351
12,12,14,30443
12,12,15,51430
12,12,16,49210
12,12,17,32300
12,12,18,35576
12,12,19,32156
12,12,20,32873
12,12,21,28731
12,12,22,41484
12,12,23,25905
12,12,24,27863
13,1,1,62359
13,1,2,46310
13,1,3,64846
13,1,4,66261
13,1,5,63456
13,1,6,48735
13,1,7,57198
13,1,8,55895
13,1,9,61304
13,1,10,33810
13,1,11,42905
13,1,12,48611
13,1,13,46848
13,1,14,50943
13,1,15,34583
13,1,16,46350
13,1,17,47900
13,1,18,25464
13,1,19,24972
13,1,20,31248
13,1,21,34970
13,1,22,26421
13,1,23,36931
13,1,24,32306
13,3,1,109016
13,3,2,170386
13,3,3,122071
13,3,4,111537
13,3,5,164462
13,3,6,148221
13,3,7,107847
13,3,8,123771
13,3,9,90815
13,3,10,127260
13,3,11,128677
13,3,12,120994
13,3,13,109543
13,3,14,115274
13,3,15,128847
13,3,16,72674
13,3,17,73967
13,3,18,111882
13,3,19,84462
13,3,20,98616
13,3,21,80584
13,3,22,64601
13,3,23,92128
13,3,24,65806
13,20,1,99918
13,20,2,77719
13,20,3,74284
13,20,4,76293
13,20,5,81201
13,20,6,89071
13,20,7,85607
13,20,8,78528
13,20,9,69127
13,20,10,57078
13,20,11,81806
13,20,12,59981
13,20,13,81861
13,20,14,50095
13,20,15,65238
13,20,16,41623
13,20,17,44963
13,20,18,68693
13,20,19,63565
13,20,20,59061
13,20,21,44132
13,20,22,51220
13,20,23,39408
13,20,24,55190
14,3,1,113237
14,3,2,181746
14,3,3,110506
14,3,4,172522
14,3,5,132102
14,3,6,102887
14,3,7,146007
14,3,8,150551
14,3,9,122140
14,3,10,100162
14,3,11,142305
14,3,12,108030
14,3,13,105406
14,3,14,71726
14,3,15,79591
14,3,16,102967
14,3,17,101037
14,3,18,73684
14,3,19,66934
14,3,20,65215
14,3,21,98215
14,3,22,103580
14,3,23,56277
14,3,24,71070
14,11,1,90148
14,11,2,85025
14,11,3,106323
14,11,4,92500
14,11,5,97354
14,11,6,78772
14,11,7,63891
14,11,8,61389
14,11,9,62528
14,11,10,79522
14,11,11,66350
14,11,12,54054
14,11,13,51810
14,11,14,52483
14,11,15,54704
14,11,16,70053
14,11,17,49406
14,11,18,66960
14,11,19,48827
14,11,20,56231
14,11,21,54100
14,11,22,48977
14,11,23,41989
14,11,24,51012
14,13,1,52261
14,13,2,69079
14,13,3,70494
14,13,4,46052
14,13,5,61313
14,13,6,41165
14,13,7,55762
14,13,8,46122
14,13,9,36424
14,13,10,42878
14,13,11,47434
14,13,12,53087
14,13,13,44227
14,13,14,28931
14,13,15,47457
14,13,16,43261
14,13,17,46339
14,13,18,31155
14,13,19,34662
14,13,20,24675
14,13,21,34532
14,13,22,40603
14,13,23,22662
14,13,24,22896
15,3,1,166962
15,3,2,108110
15,3,3,146253
15,3,4,114665
15,3,5,108102
15,3,6,160560
15,3,7,94820
15,3,8,98841
15,3,9,126083
15,3,10,99641
15,3,11,140225
15,3,12,83084
15,3,13,107919
15,3,14,124538
15,3,15,124484
15,3,16,81969
15,3,17,90361
15,3,18,81126
15,3,19,82312
15,3,20,70698
15,3,21,102257
15,3,22,76320
15,3,23,57607
15,3,24,96860
15,10,1,101089
15,10,2,88892
15,10,3,109143
15,10,4,62548
15,10,5,96497
15,10,6,55449
15,10,7,87236
15,10,8,62227
15,10,9,85154
15,10,10,88101
15,10,11,73125
15,10,12,62314
15,10,13,75698
15,10,14,51678
15,10,15,57820
15,10,16,63790
15,10,17,49510
15,10,18,47354
15,10,19,48727
15,10,20,51992
15,10,21,57198
15,10,22,45693
15,10,23,54376
15,10,24,35853
15,13,1,56363
15,13,2,51025
15,13,3,74349
15,13,4,46848
15,13,5,39858
15,13,6,58447
15,13,7,49909
15,13,8,60718
15,13,9,42793
15,13,10,57843
15,13,11,51693
15,13,12,55280
15,13,13,46436
15,13,14,39999
15,13,15,32900
15,13,16,39359
15,13,17,29656
15,13,18,41638
15,13,19,42785
15,13,20,34520
15,13,21,34673
15,13,22,24915
15,13,23,28367
15,13,24,37040
16,4,1,158558
16,4,2,174220
16,4,3,225752
16,4,4,196536
16,4,5,171410
16,4,6,209837
16,4,7,181625
16,4,8,158890
16,4,9,194766
16,4,10,140324
16,4,11,160934
16,4,12,126985
16,4,13,150265
16,4,14,119191
16,4,15,141280
16,4,16,137001
16,4,17,124776
16,4,18,84468
16,4,19,93630
16,4,20,143270
16,4,21,91636
16,4,22,120517
16,4,23,82159
16,4,24,72229
16,14,1,148863
16,14,2,140202
16,14,3,109587
16,14,4,129600
16,14,5,129838
16,14,6,84734
16,14,7,73309
16,14,8,107846
16,14,9,111245
16,14,10,89152
16,14,11,71495
16,14,12,101704
16,14,13,106486
16,14,14,89908
16,14,15,93961
16,14,16,61375
16,14,17,52825
16,14,18,49731
16,14,19,47902
16,14,20,46394
16,14,21,44993
16,14,22,56111
16,14,23,62500
16,14,24,69765
16,17,1,88933
16,17,2,90291
16,17,3,85974
16,17,4,79530
16,17,5,85344
16,17,6,56680
16,17,7,49561
16,17,8,47502
16,17,9,71536
16,17,10,50866
16,17,11,57862
16,17,12,53182
16,17,13,66010
16,17,14,45872
16,17,15,41463
16,17,16,60955
16,17,17,45233
16,17,18,33678
16,17,19,47844
16,17,20,47657
16,17,21,34920
16,17,22,31816
16,17,23,39141
16,17,24,28548
17,4,1,180502
17,4,2,218839
17,4,3,216915
17,4,4,204189
17,4,5,221409
17,4,6,119222
17,4,7,150630
17,4,8,200824
17,4,9,117995
17,4,10,122785
17,4,11,156656
17,4,12,153732
17,4,13,112896
17,4,14,103385
17,4,15,101744
17,4,16,152838
17,4,17,138594
17,4,18,125299
17,4,19,87042
17,4,20,119813
17,4,21,120011
17,4,22,132211
17,4,23,112310
17,4,24,78225
17,12,1,107690
17,12,2,103160
17,12,3,107068
17,12,4,115586
17,12,5,128885
17,12,6,107875
17,12,7,91341
17,12,8,110653
17,12,9,73099
17,12,10,98438
17,12,11,81052
17,12,12,80447
17,12,13,85513
17,12,14,78567
17,12,15,66784
17,12,16,65873
17,12,17,54110
17,12,18,50397
17,12,19,75881
17,12,20,51688
17,12,21,83315
17,12,22,54101
17,12,23,71406
17,12,24,61345
17,16,1,86440
17,16,2,57429
17,16,3,63264
17,16,4,81869
17,16,5,54421
17,16,6,87098
17,16,7,55963
17,16,8,61036
17,16,9,66723
17,16,10,74758
17,16,11,63157
17,16,12,42985
17,16,13,58790
17,16,14,37399
17,16,15,60871
17,16,16,35153
17,16,17,36128
17,16,18,45817
17,16,19,33917
17,16,20,38992
17,16,21,33844
17,16,22,41100
17,16,23,46430
17,16,24,45237
18,4,1,173827
18,4,2,213878
18,4,3,210988
18,4,4,232096
18,4,5,163819
18,4,6,118793
18,4,7,135204
18,4,8,144210
18,4,9,123877
18,4,10,120119
18,4,11,121468
18,4,12,182169
18,4,13,169904
18,4,14,107136
18,4,15,167038
18,4,16,132559
18,4,17,109517
18,4,18,131568
18,4,19,129051
18,4,20,119545
18,4,21,106402
18,4,22,89526
18,4,23,87861
18,4,24,71626
18,9,1,76642
18,9,2,86017
18,9,3,68100
18,9,4,51975
18,9,5,60344
18,9,6,79001
18,9,7,67252
18,9,8,56376
18,9,9,55649
18,9,10,58317
18,9,11,74890
18,9,12,67110
18,9,13,39477
18,9,14,51605
18,9,15,59053
18,9,16,47703
18,9,17,47313
18,9,18,41197
18,9,19,41144
18,9,20,52124
18,9,21,35679
18,9,22,48256
18,9,23,33250
18,9,24,37317
18,16,1,121291
18,16,2,134884
18,16,3,109637
18,16,4,88229
18,16,5,83853
18,16,6,124795
18,16,7,73787
18,16,8,115142
18,16,9,67347
18,16,10,87731
18,16,11,100386
18,16,12,64370
18,16,13,86239
18,16,14,84783
18,16,15,61183
18,16,16,69829
18,16,17,62261
18,16,18,90485
18,16,19,69869
18,16,20,55883
18,16,21,79135
18,16,22,58489
18,16,23,55637
18,16,24,46200
19,4,1,235171
19,4,2,172005
19,4,3,235187
19,4,4,212484
19,4,5,159379
19,4,6,185386
19,4,7,178663
19,4,8,161771
19,4,9,169496
19,4,10,128498
19,4,11,149740
19,4,12,112598
19,4,13,130517
19,4,14,118275
19,4,15,145993
19,4,16,95044
19,4,17,103835
19,4,18,87232
19,4,19,127420
19,4,20,130815
19,4,21,82312
19,4,22,88582
19,4,23,73745
19,4,24,88182
19,5,1,76434
19,5,2,56385
19,5,3,79532
19,5,4,51004
19,5,5,69131
19,5,6,66464
19,5,7,83582
19,5,8,73984
19,5,9,78994
19,5,10,66589
19,5,11,46102
19,5,12,40504
19,5,13,38275
19,5,14,47407
19,5,15,62924
19,5,16,35333
19,5,17,45448
19,5,18,60828
19,5,19,37059
19,5,20,39362
19,5,21,50586
19,5,22,34822
19,5,23,31029
19,5,24,30124
19,15,1,129852
19,15,2,144269
19,15,3,122124
19,15,4,83913
19,15,5,93871
19,15,6,101774
19,15,7,112137
19,15,8,88926
19,15,9,86994
19,15,10,91798
19,15,11,83379
19,15,12,103189
19,15,13,72378
19,15,14,81998
19,15,15,61027
19,15,16,55491
19,15,17,53641
19,15,18,52896
19,15,19,52762
19,15,20,79746
19,15,21,58849
19,15,22,68051
19,15,23,77458
19,15,24,43306
20,4,1,219174
20,4,2,185866
20,4,3,188524
20,4,4,204564
20,4,5,196065
20,4,6,213369
20,4,7,146807
20,4,8,196928
20,4,9,174609
20,4,10,125739
20,4,11,143675
20,4,12,131821
20,4,13,136178
20,4,14,94901
20,4,15,132133
20,4,16,154763
20,4,17,107992
20,4,18,145597
20,4,19,129455
20,4,20,137871
20,4,21,114491
20,4,22,117624
20,4,23,110604
20,4,24,99582
20,5,1,73563
20,5,2,74205
20,5,3,64788
20,5,4,64699
20,5,5,54069
20,5,6,78389
20,5,7,81349
20,5,8,79358
20,5,9,63697
20,5,10,76092
20,5,11,43035
20,5,12,43831
20,5,13,66468
20,5,14,60146
20,5,15,43832
20,5,16,40363
20,5,17,40220
20,5,18,41416
20,5,19,52825
20,5,20,44453
20,5,21,53870
20,5,22,38535
20,5,23,36002
20,5,24,29183
20,17,1,146442
20,17,2,109464
20,17,3,127333
20,17,4,81691
20,17,5,109559
20,17,6,87261
20,17,7,103431
20,17,8,117577
20,17,9,80501
20,17,10,72315
20,17,11,88758
20,17,12,101098
20,17,13,100091
20,17,14,79760
20,17,15,64140
20,17,16,61225
20,17,17,76446
20,17,18,73889
20,17,19,79549
20,17,20,76737
20,17,21,71276
20,17,22,51703
20,17,23,71304
20,17,24,61933
21,3,16,59086
21,3,17,90697
21,3,18,81173
21,3,19,86015
21,3,20,55507
21,3,21,74029
21,3,22,60731
21,3,23,60118
21,3,24,51401
21,4,16,243184
21,4,17,138762
21,4,18,141888
21,4,19,143943
21,4,20,217253
21,4,21,199016
21,4,22,149753
21,4,23,174381
21,4,24,198949
21,10,16,148405
21,10,17,132215
21,10,18,96818
21,10,19,133021
21,10,20,118461
21,10,21,85554
21,10,22,117556
21,10,23,121862
21,10,24,82998
22,1,16,149299
22,1,17,146113
22,1,18,96779
22,1,19,85480
22,1,20,125267
22,1,21,111468
22,1,22,78607
22,1,23,69853
22,1,24,85190
22,4,16,179938
22,4,17,206108
22,4,18,159465
22,4,19,151238
22,4,20,223533
22,4,21,139263
22,4,22,116773
22,4,23,139803
22,4,24,184248
22,18,16,99673
22,18,17,96737
22,18,18,93025
22,18,19,60161
22,18,20,51819
22,18,21,76176
22,18,22,52240
22,18,23,58443
22,18,24,76041
23,2,16,98346
23,2,17,90148
23,2,18,53154
23,2,19,55264
23,2,20,56406
23,2,21,71603
23,2,22,56527
23,2,23,66808
23,2,24,75877
23,4,16,175234
23,4,17,238702
23,4,18,139546
23,4,19,180678
23,4,20,137956
23,4,21,126917
23,4,22,123654
23,4,23,122988
23,4,24,124049
23,11,16,86126
23,11,17,97887
23,11,18,127533
23,11,19,107205
23,11,20,129831
23,11,21,91746
23,11,22,104324
23,11,23,79441
23,11,24,111139
24,4,16,206921
24,4,17,152703
24,4,18,138754
24,4,19,206371
24,4,20,214596
24,4,21,175141
24,4,22,177579
24,4,23,131420
24,4,24,151625
24,14,16,103892
24,14,17,130581
24,14,18,130365
24,14,19,101528
24,14,20,77939
24,14,21,131349
24,14,22,105915
24,14,23,88679
24,14,24,88546
24,15,16,62461
24,15,17,81664
24,15,18,65510
24,15,19,92274
24,15,20,70538
24,15,21,69318
24,15,22,48400
24,15,23,67110
24,15,24,54229
25,3,1,126681
25,3,2,145520
25,3,3,80688
25,3,4,102772
25,3,5,116443
25,3,6,71493
25,3,7,95458
25,3,8,71459
25,3,9,101016
25,3,10,66068
25,3,11,72225
25,3,12,59431
25,3,13,87087
25,3,14,87704
25,3,15,81060
25,3,16,71129
25,3,17,87151
25,3,18,74014
25,3,19,49088
25,3,20,67182
25,3,21,52536
25,3,22,49326
25,3,23,49165
25,3,24,73783
25,4,1,233626
25,4,2,210707
25,4,3,150062
25,4,4,134594
25,4,5,129865
25,4,6,195909
25,4,7,139343
25,4,8,126714
25,4,9,125152
25,4,10,187530
25,4,11,171983
25,4,12,158205
25,4,13,169954
25,4,14,141230
25,4,15,119329
25,4,16,144465
25,4,17,143727
25,4,18,112765
25,4,19,133433
25,4,20,132527
25,4,21,83194
25,4,22,89471
25,4,23,95051
25,4,24,83267
25,19,1,55934
25,19,2,71287
25,19,3,80418
25,19,4,62135
25,19,5,72907
25,19,6,55552
25,19,7,51639
25,19,8,51215
25,19,9,64545
25,19,10,74317
25,19,11,51513
25,19,12,46829
25,19,13,68656
25,19,14,41544
25,19,15,43917
25,19,16,56307
25,19,17,56297
25,19,18,34256
25,19,19,45309
25,19,20,52205
25,19,21,34505
25,19,22,46332
25,19,23,46623
25,19,24,28275
26,4,1,162414
26,4,2,134765
26,4,3,234847
26,4,4,151747
26,4,5,200715
26,4,6,203642
26,4,7,162419
26,4,8,193406
26,4,9,164020
26,4,10,139655
26,4,11,140461
26,4,12,122259
26,4,13,149047
26,4,14,118704
26,4,15,166577
26,4,16,153119
26,4,17,142900
26,4,18,132171
26,4,19,96802
26,4,20,89292
26,4,21,89016
26,4,22,133212
26,4,23,103504
26,4,24,122295
26,7,1,144958
26,7,2,106561
26,7,3,100879
26,7,4,82953
26,7,5,98983
26,7,6,130625
26,7,7,117822
26,7,8,108156
26,7,9,97784
26,7,10,85253
